"WikiEspecimenID"	"NOMEsequencia"	"FAMILY"	"GENUS"	"SPECIES"	"INFRASPECIES"	"NOME"	"NCBI"
"8189"	"Clusia_8189"	"Clusiaceae"	"Clusia"	""	""	""	"EU872756"
"8290"	"Csp-1_8290"	"Euphorbiaceae"	"Croton"	"sp.1"	""	"Croton"	"EU872755"
"8343"	"Hbalsamifera_8343"	"Humiriaceae"	"Humiria"	"balsamifera"	""	"Humiria balsamifera"	"EU872764"
"8183"	"Ppuberula_8183"	"Rubiaceae"	"Pagamea"	"puberula"	""	"Pagamea puberula"	"EU872763"
"8275"	"Dsp-1_8275"	"Droseraceae"	"Drosera"	"sp.1"	""	"Drosera"	"EU872765"
"8167"	"Chrysophyllum_8167"	"Sapotaceae"	"Chrysophyllum"	""	""	"Chrysophyllum"	"EU872778"
"8265"	"Imyrtaceae-sp-1_8265"	"Myrtaceae"	"Indet"	"Myrtaceae sp.1"	""	"Myrtaceae"	"EU872779"
"8330"	"Gcalycina_8330"	"Apocynaceae"	"Galactophora"	"calycina"	""	"Galactophora calycina"	"EU872768"
"8256"	"Ppilosa_8256"	"Rubiaceae"	"Pagamea"	"pilosa"	""	"Pagamea pilosa"	"EU872766"
"8190"	"Eschomburgkiana_8190"	"Sapotaceae"	"Elaeoluma"	"schomburgkiana"	""	"Elaeoluma schomburgkiana"	"EU872767"
"8202"	"Hsp-24_8202"	"Humiriaceae"	"Humiria"	"sp.24"	""	"Humiria"	"EU872788"
"8209"	"Pstandleyana_8209"	"Rubiaceae"	"Pagamea"	"standleyana"	""	"Pagamea standleyana"	"EU872758"
"8219"	"Phirsuta_8219"	"Rubiaceae"	"Pagamea"	"hirsuta"	""	"Pagamea hirsuta"	"EU872760"
"8221"	"Pthyrsiflora_8221"	"Rubiaceae"	"Pagamea"	"thyrsiflora"	""	"Pagamea thyrsiflora"	"EU872759"
"8143"	"Tpfermini_8143"	"Adiantaceae"	"Trichomanes"	"pfermini"	""	"Trichomanes"	"EU872751"
"8155"	"Sumbellatus_8155"	"Eriocaulaceae"	"Syngonanthus"	"umbellatus"	""	"Syngonanthus umbellatus"	"EU872750"
"8153"	"Rdiscolor_8153"	"Rubiaceae"	"Retiniphyllum"	"discolor"	""	"Retiniphyllum discolor"	"EU872747"
"8154"	"Pmontana_8154"	"Rubiaceae"	"Pagamea"	"montana"	""	"Pagamea montana"	"EU872749"
"8162"	"Miconia_8162"	"Melastomataceae"	"Miconia"	""	""	"Miconia"	"EU872746"
"8166"	"Ppuberula_8166"	"Rubiaceae"	"Pagamea"	"puberula"	""	"Pagamea puberula"	"EU872753"
"8171"	"_8171"	"Rubiaceae"	""	""	""	""	"EU872780"
"8176"	"Pcalanense_8176"	"Burseraceae"	"Protium"	"calanense"	""	"Protium calanense"	"EU872754"
"8292"	"Ouratea_8292"	"Ochnaceae"	"Ouratea"	""	""	""	"EU872752"
"8273"	"Pcoriacea_8273"	"Rubiaceae"	"Pagamea"	"coriacea"	""	"Pagamea coriacea"	"EU872776"
"8306"	"Pangustifolia_8306"	"Rubiaceae"	"Pagamea"	"angustifolia"	""	"Pagamea"	"EU872774"
"8213"	"Moronobea_8213"	"Clusiaceae"	"Moronobea"	""	""	"Moronobea"	"EU872777"
"8303"	"Pguianensis_8303"	"Rubiaceae"	"Pagamea"	"guianensis"	""	"Pagamea guianensis"	"EU872775"
"8207"	"Parachnoideum_8207"	"Dennstaedtiaceae"	"Pteridium"	"arachnoideum"	""	"Pteridium arachnoideum"	"EU872772"
"8315"	"Csp-6_8315"	"Myrsinaceae"	"Cybianthus"	"sp.6"	""	"Cybianthus"	"EU872769"
"8288"	"_8288"	"Bromeliaceae"	""	""	""	"Bromeliaceae"	"EU872781"
"8165"	"Paracouchini_8165"	"Burseraceae"	"Protium"	"aracouchini"	""	"Protium aracouchini"	"EU872748"
"8144"	"Marborescens_8144"	"Araceae"	"Montrichardia"	"arborescens"	""	"Montrichardia arborescens"	"EU872744"
"8150"	"Swartzia_8150"	"Fabaceae"	"Swartzia"	""	""	"Swartzia"	"EU872789"
"8179"	"Protium_8179"	"Burseraceae"	"Protium"	""	""	""	"EU872771"
"8282"	"Irosea_8282"	"Rubiaceae"	"Isertia"	"rosea"	""	"Isertia rosea"	"EU872761"
"8284"	"Cdebilis_8284"	"Myristicaceae"	"Compsoneura"	"debilis"	""	"Compsoneura debilis"	"EU872800"
"8137"	"Bmacrocalyx_8137"	"Malvaceae"	"Bombacopsis"	"macrocalyx"	""	"Bombacopsis cf. macrocalyx"	"EU872820"
"8312"	"Isp-1_8312"	"Convolvulaceae"	"Ipomoea"	"sp.1"	""	"Ipomoea"	"EU872822"
"8215"	"Pplicatiformis_8215"	"Rubiaceae"	"Pagamea"	"plicatiformis"	""	"Pagamea plicatiformis"	"EU872809"
"8218"	"Ppuberula_8218"	"Rubiaceae"	"Pagamea"	"puberula"	""	"Pagamea puberula"	"EU872810"
"8301"	"Pcapitata_8301"	"Rubiaceae"	"Pagamea"	"capitata"	""	"Pagamea capitata"	"EU872791"
"8200"	"Pangustifolia_8200"	"Rubiaceae"	"Pagamea"	"angustifolia"	""	"Pagamea"	"EU872793"
"8205"	"Ipunctata_8205"	"Fabaceae"	"Inga"	"punctata"	""	"Inga punctata"	"EU872792"
"8235"	"Raurantiaca_8235"	"Orchidaceae"	"Rudolfiella"	"aurantiaca"	""	"Rudolfiella aurantiaca"	"EU872801"
"8234"	"Parkia_8234"	"Leguminosae"	"Parkia"	""	""	""	"EU872795"
"8199"	"_8199"	"Orchidaceae"	""	""	""	""	"EU872782"
"8203"	"Ppuberula_8203"	"Rubiaceae"	"Pagamea"	"puberula"	""	"Pagamea puberula"	"EU872794"
"8238"	"Pangustifolia_8238"	"Rubiaceae"	"Pagamea"	"angustifolia"	""	"Pagamea"	"EU872798"
"8149"	"Cnemorosa_8149"	"Clusiaceae"	"Clusia"	"nemorosa"	""	"Clusia nemorosa"	"EU872814"
"8204"	"Paracouchini_8204"	"Burseraceae"	"Protium"	"aracouchini"	""	"Protium aracouchini"	"EU872831"
"8163"	"Dsp-1_8163"	"Dioscoreaceae"	"Dioscorea"	"sp.1"	""	"Dioscorea"	"EU872815"
"8294"	"Bcanescens_8294"	"Annonaceae"	"Bocageopsis"	"canescens"	""	"Bocageopsis canescens"	"EU872817"
"8164"	"Pguianensis_8164"	"Rubiaceae"	"Pagamea"	"guianensis"	""	"Pagamea guianensis"	"EU872816"
"8187"	"Stenuis_8187"	"Eriocaulaceae"	"Syngonanthus"	"tenuis"	""	"Syngonanthus tenuis"	"EU872818"
"8185"	"Pocculta_8185"	"Rubiaceae"	"Pagamea"	"occulta"	""	"Pagamea"	"EU872819"
"8141"	"_8141"	"Solanaceae"	""	""	""	""	"EU872821"
"8173"	"_8173"	"Clusiaceae"	""	""	""	""	"EU872823"
"8172"	"Cnemorosa_8172"	"Clusiaceae"	"Clusia"	"nemorosa"	""	"Clusia nemorosa"	"EU872796"
"8253"	"Oesmeraldana_8253"	"Lauraceae"	"Ocotea"	"esmeraldana"	""	"Ocotea esmeraldana"	"EU872797"
"8314"	"Gpaniculatum_8314"	"Gnetaceae"	"Gnetum"	"paniculatum"	""	"Gnetum paniculatum"	"EU872811"
"8192"	"Hirtella_8192"	"Chrysobalanaceae"	"Hirtella"	""	""	""	"EU872824"
"8308"	"Psp-1_8308"	"Peraceae"	"Pera"	"sp.1"	""	"Pera"	"EU872773"
"8191"	"Csp-6_8191"	"Myrsinaceae"	"Cybianthus"	"sp.6"	""	"Cybianthus"	"EU872808"
"8220"	"Pcapitata_8220"	"Rubiaceae"	"Pagamea"	"capitata"	""	"Pagamea capitata"	"EU872790"
"8140"	"Pguianensis_8140"	"Rubiaceae"	"Pagamea"	"guianensis"	""	"Pagamea guianensis"	"EU872805"
"8214"	"Csp-4_8214"	"Sapindaceae"	"Cupania"	"sp.4"	""	"Cupania"	"EU872832"
"8217"	"Pangustifolia_8217"	"Rubiaceae"	"Pagamea"	"angustifolia"	""	"Pagamea"	"EU872802"
"8139"	"Protium_8139"	"Burseraceae"	"Protium"	""	""	""	"EU872806"
"8333"	"Pschomburgkiana_8333"	"Sapotaceae"	"Pradosia"	"schomburgkiana"	""	"Pradosia schomburgkiana"	"EU872807"
"8146"	"_8146"	"Bonnetiaceae"	""	""	""	"Bonnetiaceae"	"EU872785"
"8237"	"_8237"	"Eriocaulaceae"	""	""	""	""	"EU872786"
"8135"	"_8135"	"Loranthaceae"	""	""	""	""	"EU872735"
"8286"	"Esp-1_8286"	"Icacinaceae"	"Emmotum"	"sp.1"	""	"Emmotum"	"EU872743"
"8169"	"_8169"	"Malpighiaceae"	""	""	""	"Malpighiaceae"	"EU872739"
"8170"	"Csp-1_8170"	"Chrysobalanaceae"	"Couepia"	"sp.1"	""	"Couepia"	"EU872741"
"8278"	"_8278"	"Lauraceae"	""	""	""	""	"EU872740"
"8279"	"Sn-e-_8279"	"Elaeocarpaceae"	"Sloanea"	"N.E."	""	"Sloanea"	"EU872742"
"8184"	"Pacrensis_8184"	"Rubiaceae"	"Pagamea"	"acrensis"	""	"Pagamea acrensis"	"EU872737"
"8247"	"Protium_8247"	"Burseraceae"	"Protium"	""	""	""	"EU872738"
"8197"	"Pguianensis_8197"	"Rubiaceae"	"Pagamea"	"guianensis"	""	"Pagamea guianensis"	"EU872803"
"8198"	"_8198"	"Poaceae"	""	""	""	""	"EU872804"
"8260"	"Tabernaemontana_8260"	"Apocynaceae"	"Tabernaemontana"	""	""	"Tabernaemontana"	"EU872736"
"8338"	"Pbracao_8338"	"Burseraceae"	"Protium"	"bracao"	""	"Protium"	"EU872787"
"8136"	"Csavannarum_8136"	"Clusiaceae"	"Caraipa"	"savannarum"	""	"Caraipa savannarum"	"EU872713"
"8310"	"_8310"	"Meliaceae"	""	""	""	"Meliaceae"	"EU872715"
"8325"	"Pdudleyi_8325"	"Rubiaceae"	"Pagamea"	"dudleyi"	""	"Pagamea dudleyi"	"EU872714"
"8147"	"Pplicatiformis_8147"	"Rubiaceae"	"Pagamea"	"plicatiformis"	""	"Pagamea plicatiformis"	"EU872717"
"8326"	"Pthyrsiflora_8326"	"Rubiaceae"	"Pagamea"	"thyrsiflora"	""	"Pagamea thyrsiflora"	"EU872716"
"8318"	"Pangustifolia_8318"	"Rubiaceae"	"Pagamea"	"angustifolia"	""	"Pagamea"	"EU872703"
"8230"	"Pcoriacea_8230"	"Rubiaceae"	"Pagamea"	"coriacea"	""	"Pagamea coriacea"	"EU872704"
"8299"	"Msp-5_8299"	"Myrtaceae"	"Myrcia"	"sp.5"	""	"Myrcia"	"EU872702"
"8196"	"Pangustifolia_8196"	"Rubiaceae"	"Pagamea"	"angustifolia"	""	"Pagamea"	"EU872701"
"9633"	"Cglabrum_9633"	"Caryocaraceae"	"Caryocar"	"glabrum"	""	"Caryocar cf. glabrum"	"EU872705"
"8269"	"Pspruceana_8269"	"Rubiaceae"	"Pagamea"	"spruceana"	""	"Pagamea"	"EU872733"
"8180"	"Humiria_8180"	"Humiriaceae"	"Humiria"	""	""	""	"EU872727"
"8193"	"Pcoriacea_8193"	"Rubiaceae"	"Pagamea"	"coriacea"	""	"Pagamea coriacea"	"EU872728"
"8332"	"Gheteropetala_8332"	"Annonaceae"	"Guatteria"	"heteropetala"	""	"Guatteria heteropetala"	"EU872734"
"8152"	"Mrugosa_8152"	"Melastomataceae"	"Miconia"	"rugosa"	""	"Miconia rugosa"	"EU872724"
"8158"	"Pnitidella_8158"	"Rubiaceae"	"Palicourea"	"nitidella"	""	"Palicourea nitidella"	"EU872726"
"8138"	"_8138"	"Clusiaceae"	""	""	""	"Clusiaceae"	"EU872725"
"8320"	"Mpedunculosa_8320"	"Marcgraviaceae"	"Marcgravia"	"pedunculosa"	""	"Marcgravia cf. pedunculosa"	"EU872826"
"8309"	"Vsurinamensis_8309"	"Myristicaceae"	"Virola"	"surinamensis"	""	"Virola surinamensis"	"EU872827"
"8305"	"Ssp-1_8305"	"Smilacaceae"	"Smilax"	"sp.1"	""	"Smilax"	"EU872833"
"8156"	"Lsp-4_8156"	"Chrysobalanaceae"	"Licania"	"sp.4"	""	"Licania"	"EU872712"
"8296"	"Dguianensis_8296"	"Ebenaceae"	"Diospyros"	"guianensis"	""	"Diospyros guianensis"	"EU872711"
"8142"	"Presinosa_8142"	"Rubiaceae"	"Pagamea"	"resinosa"	""	"Pagamea resinosa"	"EU872700"
"8148"	"Epusilla_8148"	"Orchidaceae"	"Erycina"	"pusilla"	""	"Erycina pusilla"	"EU872699"
"8206"	"Unonopsis_8206"	"Annonaceae"	"Unonopsis"	""	""	""	"EU872696"
"8216"	"Asp-2_8216"	"Xyridaceae"	"Abolboda"	"sp.2"	""	"Abolboda"	"EU872698"
"8211"	"Ufimbriata_8211"	"Lentibulariaceae"	"Utricularia"	"fimbriata"	""	"Utricularia fimbriata"	"EU872697"
"8212"	"Psp-1_8212"	"Rubiaceae"	"Psychotria"	"sp.1"	""	"Psychotria"	"EU872710"
"8175"	"Pcoriacea_8175"	"Rubiaceae"	"Pagamea"	"coriacea"	""	"Pagamea coriacea"	"EU872836"
"8208"	"Pmacrophylla_8208"	"Rubiaceae"	"Pagamea"	"macrophylla"	""	"Pagamea macrophylla"	"EU872840"
"8210"	"Sloanea_8210"	"Elaeocarpaceae"	"Sloanea"	""	""	"Sloanea"	"EU872835"
"8174"	"_8174"	"Olacaceae"	""	""	""	"Olacaceae"	"EU872732"
"8177"	"Clusia_8177"	"Clusiaceae"	"Clusia"	""	""	""	"EU872708"
"8181"	"Cybianthus_8181"	"Myrsinaceae"	"Cybianthus"	""	""	"Cybianthus"	"EU872709"
"8178"	"Psp-2_8178"	"Loranthaceae"	"Psittacanthus"	"sp.2"	""	"Psittacanthus"	"EU872837"
"8224"	"Dsp-1_8224"	"Fabaceae"	"Dimorphandra"	"sp.1"	""	"Dimorphandra"	"EU872839"
"8222"	"Pcoriaceaacuta_8222"	"Rubiaceae"	"Pagamea"	"coriacea"	"acuta"	"Pagamea coriacea var. acuta"	"EU872838"
"8298"	"Octomeria_8298"	"Orchidaceae"	"Octomeria"	""	""	""	"EU872718"
"8295"	"Hsp-2_8295"	"Humiriaceae"	"Humiria"	"sp.2"	""	"Humiria"	"EU872720"
"8159"	"Pplicata_8159"	"Rubiaceae"	"Pagamea"	"plicata"	""	"Pagamea plicata"	"EU872721"
"8160"	"Pperuviana_8160"	"Rubiaceae"	"Pagamea"	"peruviana"	""	"Pagamea peruviana"	"EU872722"
"8161"	"Amarginata_8161"	"Melastomataceae"	"Adelobotrys"	"marginata"	""	"Adelobotrys marginata"	"EU872723"
"8157"	"Pdichotoma_8157"	"Rubiaceae"	"Perama"	"dichotoma"	""	"Perama dichotoma"	"EU872719"
"9960"	"Llanceolata_9960"	"Chrysobalanaceae"	"Licania"	"lanceolata"	""	"Licania lanceolata"	"EU872834"
"8328"	"Pguianensis_8328"	"Rubiaceae"	"Pagamea"	"guianensis"	""	"Pagamea guianensis"	"EU872706"
"8182"	"Dcoccinea_8182"	"Fabaceae"	"Dimorphandra"	"coccinea"	""	"Dimorphandra coccinea"	"EU872828"
"8263"	"_8263"	"Gentianaceae"	""	""	""	""	"EU872829"
"8244"	"Eatabapoensis_8244"	"Sapotaceae"	"Ecclinusa"	"atabapoensis"	""	"Ecclinusa atabapoensis"	"EU872830"
"8151"	"Pthyrsiflora_8151"	"Rubiaceae"	"Pagamea"	"thyrsiflora"	""	"Pagamea thyrsiflora"	"EU872707"
"8322"	"Protium_8322"	"Burseraceae"	"Protium"	""	""	""	"EU872745"
"8319"	"Cyathea_8319"	"Cyatheaceae"	"Cyathea"	""	""	"Cyathea"	"EU872783"
"8145"	"_8145"	"Asteraceae"	""	""	""	""	"EU872784"
"8252"	"Pangustifolia_8252"	"Rubiaceae"	"Pagamea"	"angustifolia"	""	"Pagamea"	"EU872762"
"8194"	"Cpunctatus_8194"	"Myrsinaceae"	"Cybianthus"	"punctatus"	""	"Cybianthus punctatus"	"EU872812"
"8195"	"Protium_8195"	"Burseraceae"	"Protium"	""	""	""	"EU872813"
"8201"	"Pcoriacea_8201"	"Rubiaceae"	"Pagamea"	"coriacea"	""	"Pagamea coriacea"	"EU872770"
"9954"	"Ppauciflora_9954"	"Rubiaceae"	"Pagamea"	"pauciflora"	""	"Pagamea pauciflora"	"EU872691"
"9956"	"Lheteromorpha_9956"	"Chrysobalanaceae"	"Licania"	"heteromorpha"	""	"Licania heteromorpha"	"EU872693"
"9955"	"_9955"	"Rubiaceae"	""	""	""	"Rubiaceae"	"EU872841"
"9958"	"Pegleri_9958"	"Rubiaceae"	"Platycarpum"	"egleri"	""	"Platycarpum egleri"	"EU872842"
"9957"	"Pdaviliana_9957"	"Rubiaceae"	"Pagamea"	"daviliana"	""	"Pagamea"	"EU872695"
"8168"	"Paracouchini_8168"	"Burseraceae"	"Protium"	"aracouchini"	""	"Protium aracouchini"	"EU872731"
"8254"	"Lheteromorpha_8254"	"Chrysobalanaceae"	"Licania"	"heteromorpha"	""	"Licania heteromorpha"	"EU872729"
"8186"	"Pcoriacea_8186"	"Rubiaceae"	"Pagamea"	"coriacea"	""	"Pagamea coriacea"	"EU872730"
"9961"	"Rgrandis_9961"	"Phyllanthaceae"	"Richeria"	"grandis"	""	"Richeria grandis"	"EU872844"
"9959"	"Protium_9959"	"Burseraceae"	"Protium"	""	""	""	"EU872845"